-0.13,-0.30,0.85
-0.12,-0.31,0.86
-0.14,-0.32,0.87
-0.12,-0.32,0.87
-0.12,-0.31,0.87
-0.14,-0.34,0.89
-0.15,-0.34,0.87
-0.16,-0.31,0.86
-0.14,-0.33,0.88
-0.11,-0.31,0.87
-0.11,-0.33,0.87
-0.11,-0.36,0.89
-0.11,-0.35,0.88
-0.10,-0.33,0.86
-0.09,-0.31,0.84
-0.11,-0.34,0.87
-0.09,-0.31,0.86
-0.12,-0.31,0.88
-0.08,-0.32,0.92
-0.05,-0.29,0.86
-0.04,-0.28,0.83
-0.04,-0.30,0.82
0.00,-0.31,0.84
0.08,-0.36,0.88
0.02,-0.35,0.87
-0.00,-0.30,0.84
-0.13,-0.35,0.94
-0.22,-0.32,0.94
-0.45,-0.14,0.94
-1.04,-0.29,0.60
-0.72,-0.50,0.56
0.62,-0.63,0.76
1.44,-0.77,1.13
0.97,-0.49,0.95
-0.33,-0.01,0.54
-1.51,-0.08,0.17
-1.30,-0.51,0.33
0.26,-0.73,0.92
1.22,-0.69,1.24
1.12,-0.47,1.14
0.09,-0.17,0.68
-0.65,-0.29,0.48
-0.61,-0.39,0.57
-0.07,-0.52,0.85
0.26,-0.47,1.03
0.21,-0.43,0.96
0.06,-0.40,0.82
0.05,-0.38,0.79
0.00,-0.40,0.84
-0.06,-0.44,0.84
