-0.06,-0.37,0.82
-0.05,-0.38,0.84
-0.04,-0.39,0.86
-0.04,-0.39,0.85
-0.03,-0.38,0.84
-0.02,-0.36,0.83
-0.03,-0.34,0.81
-0.04,-0.37,0.83
-0.05,-0.38,0.85
-0.04,-0.37,0.84
-0.04,-0.37,0.84
-0.03,-0.38,0.84
-0.03,-0.38,0.83
-0.04,-0.38,0.83
-0.03,-0.37,0.83
-0.03,-0.37,0.83
-0.04,-0.38,0.83
-0.05,-0.39,0.84
-0.03,-0.40,0.85
-0.02,-0.39,0.84
-0.04,-0.39,0.84
-0.05,-0.38,0.83
-0.04,-0.37,0.82
-0.04,-0.36,0.81
-0.04,-0.38,0.82
-0.04,-0.38,0.81
-0.03,-0.36,0.80
-0.05,-0.34,0.77
-0.08,-0.32,0.72
-0.12,-0.25,0.61
-0.11,-0.22,0.49
-0.12,-0.49,0.61
-0.09,-0.63,0.67
-0.05,-0.61,0.60
0.09,-0.75,0.68
0.17,-0.83,0.75
0.18,-0.77,0.64
0.16,-0.76,0.59
0.16,-0.74,0.55
0.14,-0.71,0.48
0.14,-0.74,0.47
0.18,-0.80,0.52
0.15,-0.79,0.50
0.14,-0.77,0.47
0.15,-0.79,0.50
0.14,-0.75,0.48
0.10,-0.71,0.44
0.08,-0.70,0.44
0.07,-0.70,0.45
0.06,-0.70,0.46
