-0.70,-0.33,0.35
-0.74,-0.31,0.32
-0.77,-0.30,0.32
-0.74,-0.33,0.36
-0.73,-0.32,0.35
-0.73,-0.31,0.32
-0.76,-0.34,0.36
-0.75,-0.35,0.39
-0.74,-0.33,0.37
-0.71,-0.31,0.35
-0.70,-0.32,0.36
-0.74,-0.33,0.36
-0.74,-0.33,0.35
-0.74,-0.33,0.34
-0.73,-0.32,0.34
-0.73,-0.33,0.36
-0.75,-0.32,0.35
-0.74,-0.32,0.34
-0.73,-0.33,0.36
-0.73,-0.32,0.36
-0.72,-0.33,0.36
-0.74,-0.32,0.36
-0.74,-0.33,0.36
-0.74,-0.32,0.34
-0.74,-0.33,0.35
-0.73,-0.33,0.35
-0.74,-0.32,0.34
-0.73,-0.33,0.35
-0.74,-0.33,0.35
-0.73,-0.33,0.36
-0.74,-0.33,0.35
-0.73,-0.31,0.34
-0.73,-0.33,0.36
-0.73,-0.34,0.35
-0.73,-0.33,0.35
-0.73,-0.32,0.34
-0.74,-0.34,0.36
-0.73,-0.33,0.35
-0.74,-0.33,0.35
-0.74,-0.34,0.36
-0.73,-0.33,0.35
-0.72,-0.32,0.34
-0.73,-0.33,0.35
-0.74,-0.33,0.34
-0.74,-0.33,0.35
-0.73,-0.32,0.35
-0.73,-0.33,0.36
-0.73,-0.33,0.36
-0.73,-0.33,0.35
-0.74,-0.33,0.35
