-0.08,-0.59,0.62
-0.08,-0.59,0.62
-0.08,-0.60,0.63
-0.09,-0.61,0.63
-0.08,-0.61,0.63
-0.08,-0.59,0.63
-0.08,-0.59,0.63
-0.08,-0.59,0.63
-0.08,-0.60,0.63
-0.07,-0.59,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.59,0.62
-0.08,-0.59,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.60,0.63
-0.08,-0.61,0.63
-0.08,-0.59,0.62
-0.09,-0.58,0.62
-0.09,-0.59,0.63
-0.09,-0.60,0.64
-0.08,-0.61,0.63
-0.08,-0.61,0.63
-0.07,-0.60,0.63
-0.07,-0.59,0.63
-0.08,-0.60,0.64
-0.08,-0.59,0.64
-0.09,-0.60,0.64
-0.09,-0.59,0.62
-0.09,-0.58,0.62
-0.09,-0.58,0.62
-0.08,-0.59,0.62
-0.09,-0.59,0.62
-0.09,-0.60,0.63
-0.08,-0.62,0.64
-0.08,-0.61,0.63
-0.08,-0.60,0.62
-0.07,-0.60,0.63
-0.08,-0.61,0.63
-0.09,-0.60,0.62
-0.09,-0.59,0.62
-0.10,-0.59,0.62
-0.09,-0.59,0.62
-0.10,-0.60,0.62
