-0.09,-0.28,0.89
-0.08,-0.28,0.89
-0.07,-0.28,0.89
-0.07,-0.28,0.88
-0.06,-0.29,0.89
-0.06,-0.28,0.89
-0.07,-0.29,0.90
-0.07,-0.28,0.89
-0.07,-0.26,0.88
-0.07,-0.27,0.88
-0.06,-0.27,0.89
-0.06,-0.27,0.89
-0.06,-0.28,0.89
-0.06,-0.27,0.88
-0.06,-0.28,0.88
-0.06,-0.27,0.87
-0.06,-0.28,0.89
-0.07,-0.30,0.89
-0.10,-0.36,0.94
-0.09,-0.31,0.91
-0.08,-0.27,0.87
-0.06,-0.23,0.83
-0.07,-0.24,0.82
-0.06,-0.25,0.83
-0.06,-0.27,0.86
-0.08,-0.30,0.88
-0.08,-0.32,0.87
-0.05,-0.27,0.83
-0.03,-0.12,0.69
-0.02,0.19,0.52
-0.18,-0.48,1.39
-0.25,-1.87,2.05
-0.12,-1.87,2.05
-0.10,-1.87,1.80
0.04,-1.28,0.99
0.00,-0.44,0.27
-0.06,-0.32,-0.06
0.20,-0.03,0.14
0.15,0.25,0.20
-0.05,0.10,0.07
-0.08,-0.08,0.27
-0.05,0.16,0.37
0.06,0.13,0.39
-0.09,-0.11,0.68
0.04,-0.08,0.80
0.05,-0.08,0.73
0.14,-0.14,0.84
0.11,-0.19,0.93
0.03,-0.11,0.89
0.01,-0.06,0.87
